,img_1,img_2,similarity
1328,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_41683_41683_6783.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_41683_41683_6783.tif,1
1329,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_5843_5843_10377.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_5843_5843_10377.tif,1
1330,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_6542_6542_9503.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_6542_6542_9503.tif,1
1331,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_7548_7548_14284.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_7548_7548_14284.tif,1
1332,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_8820_8820_11793.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_8820_8820_11793.tif,1
1333,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_10743_44045_6788.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_10743_44045_6788.tif,1
1334,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_10800_10800_603.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_10800_10800_603.tif,1
1335,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_11599_44576_1468.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_11599_44576_1468.tif,1
1336,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_11904_11904_4417.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_11904_11904_4417.tif,1
1337,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_12023_12023_6760.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_12023_12023_6760.tif,1
1338,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_12126_46110_11859.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_12126_46110_11859.tif,1
1339,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_1220_1220_7879.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_1220_1220_7879.tif,1
1340,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_13959_13959_8098.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_13959_13959_8098.tif,1
1341,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_14228_14228_9402.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_14228_14228_9402.tif,1
1342,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_15008_15008_16878.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_15008_15008_16878.tif,1
1343,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_15270_15270_220.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_15270_15270_220.tif,1
1344,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_15419_15419_9754.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_15419_15419_9754.tif,1
1345,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_1676_46679_10325.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_1676_46679_10325.tif,1
1346,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_17420_17420_14393.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_17420_17420_14393.tif,1
1347,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_17454_17454_6090.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_17454_17454_6090.tif,1
1348,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_20089_41279_15280.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_20089_41279_15280.tif,1
1349,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_20881_47057_15011.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_20881_47057_15011.tif,1
1350,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_21937_42029_4344.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_21937_42029_4344.tif,1
1351,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_22596_22596_12362.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_22596_22596_12362.tif,1
1352,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_23509_45740_15123.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_23509_45740_15123.tif,1
1353,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_24981_43669_17141.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_24981_43669_17141.tif,1
1354,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_2704_2704_470.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_2704_2704_470.tif,1
1355,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_29445_41385_11232.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_29445_41385_11232.tif,1
1356,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_30457_41987_2627.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_30457_41987_2627.tif,1
1357,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_3074_45785_318.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_3074_45785_318.tif,1
1358,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_30756_46785_5600.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_30756_46785_5600.tif,1
1359,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_33972_47973_1712.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_33972_47973_1712.tif,1
1360,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_3519_45434_7446.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_3519_45434_7446.tif,1
1361,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_3577_3577_11621.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_3577_3577_11621.tif,1
1362,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_36479_36479_11462.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_36479_36479_11462.tif,1
1363,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_37631_42663_8631.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_37631_42663_8631.tif,1
1364,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_38928_48570_12646.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_38928_48570_12646.tif,1
1365,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_39235_39235_19304.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_39235_39235_19304.tif,1
1366,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_453_453_5423.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_453_453_5423.tif,1
1367,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_4970_4970_12864.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_4970_4970_12864.tif,1
1368,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_5778_5778_13571.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_5778_5778_13571.tif,1
1369,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_6018_6018_7186.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_6018_6018_7186.tif,1
1370,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_7444_7444_10515.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_7444_7444_10515.tif,1
1371,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_7976_7976_15938.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_7976_7976_15938.tif,1
1372,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_13204_56879_16041.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_13204_56879_16041.tif,1
1373,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_13757_46822_9840.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_13757_46822_9840.tif,1
1374,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_15310_49439_1879.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_15310_49439_1879.tif,1
1375,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_16020_50509_16149.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_16020_50509_16149.tif,1
1376,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_1653_1653_13116.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_1653_1653_13116.tif,1
1377,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_17048_17048_15358.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_17048_17048_15358.tif,1
1378,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_1757_1757_12607.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_1757_1757_12607.tif,1
1379,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_17947_51345_11166.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_17947_51345_11166.tif,1
1380,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_18043_45495_12203.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_18043_45495_12203.tif,1
1381,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_18166_45437_6406.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_18166_45437_6406.tif,1
1382,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_20156_20156_18099.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_20156_20156_18099.tif,1
1383,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_2095_2095_8437.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_2095_2095_8437.tif,1
1384,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_20960_20960_14355.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_20960_20960_14355.tif,1
1385,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_22225_22225_7096.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_22225_22225_7096.tif,1
1386,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_22848_22848_17209.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_22848_22848_17209.tif,1
1387,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_24290_24290_10241.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_24290_24290_10241.tif,1
1388,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_24896_24896_17794.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_24896_24896_17794.tif,1
1389,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_25169_46701_10648.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_25169_46701_10648.tif,1
1390,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_25444_25444_11808.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_25444_25444_11808.tif,1
1391,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_25565_25565_7309.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_25565_25565_7309.tif,1
1392,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_25782_25782_11916.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r270_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_25782_25782_11916.tif,1
1393,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_27142_27142_18212.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fLR_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_27142_27142_18212.tif,1
1394,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_27522_27522_10195.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r180_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_27522_27522_10195.tif,1
1395,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_27587_27587_1554.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_27587_27587_1554.tif,1
1396,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_29626_29626_182.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_29626_29626_182.tif,1
1397,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_29869_29869_16215.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_29869_29869_16215.tif,1
1398,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_30944_30944_13659.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_30944_30944_13659.tif,1
1399,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_312_312_7916.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_312_312_7916.tif,1
1400,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_31731_31731_15118.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\r90_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_31731_31731_15118.tif,1
1401,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\White Space\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_33093_33093_14219.tif,C:/Niranjan/Ashoka/Research/TNBC/SimilarityNet/Data/Augmented\fTB_20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_33093_33093_14219.tif,1
