,img_1,img_2,similarity
230,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_22566_22566_2937.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_27837_27837_11788.tif,0
231,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_22566_22566_2937.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_11_607-16_G-16-3111A_Biopsy_ER_HnE_40X_cropped_37679_37679_11726.tif,0
232,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_22664_22664_7882.tif,"C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_216_63-14_4928-14-A,B_Biopsy_ER_HnE_40X_cropped_10642_101876_18069.tif",0
233,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_22664_22664_7882.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_110913_31168_16189.tif,0
234,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_23324_23324_9835.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_24471_24471_2788.tif,0
235,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_23324_23324_9835.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_25237_13990_8725.tif,0
236,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_4875_4875_12287.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_442_700-17_857-18-B_Biopsy_ER_HnE_40X_cropped_6971_6971_111.tif,0
237,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_4875_4875_12287.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_12766_12766_18081.tif,0
238,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_5262_5262_8793.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_31065_31065_14477.tif,0
239,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_5262_5262_8793.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_52_69-15_G-15-678-A_Biopsy_ER_HnE_40X_cropped_18314_18314_7559.tif,0
240,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_5368_5368_4402.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_442_700-17_857-18-B_Biopsy_ER_HnE_40X_cropped_11684_11684_18227.tif,0
241,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_5368_5368_4402.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_339_191-15_G-15-3825_Biopsy_TNBC_HnE_40x_cropped_24154_24154_6148.tif,0
242,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_342_60-15_DL-15-36_Biopsy_TNBC_HnE_40X_cropped_14839_59356_15017.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_12766_12766_18081.tif,0
243,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_342_60-15_DL-15-36_Biopsy_TNBC_HnE_40X_cropped_14839_59356_15017.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_11144_11144_13742.tif,0
244,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_342_60-15_DL-15-36_Biopsy_TNBC_HnE_40X_cropped_14902_59608_16701.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_12233_12233_2826.tif,0
245,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_342_60-15_DL-15-36_Biopsy_TNBC_HnE_40X_cropped_14902_59608_16701.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_2_518-16_G-18-285_Biopsy_ER_HnE_40X_cropped_8341_16682_1636.tif,0
246,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_342_60-15_DL-15-36_Biopsy_TNBC_HnE_40X_cropped_15177_60708_10398.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_12256_12256_12953.tif,0
247,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_342_60-15_DL-15-36_Biopsy_TNBC_HnE_40X_cropped_15177_60708_10398.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_442_700-17_857-18-B_Biopsy_ER_HnE_40X_cropped_12695_12695_4988.tif,0
248,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_20337_20337_1500.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_339_191-15_G-15-3825_Biopsy_TNBC_HnE_40x_cropped_13966_13966_3759.tif,0
249,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_20337_20337_1500.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_22853_22853_15562.tif,0
250,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_20652_20652_16709.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_30153_30153_18993.tif,0
251,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_20652_20652_16709.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_52_69-15_G-15-678-A_Biopsy_ER_HnE_40X_cropped_15279_15279_6370.tif,0
252,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_24396_24396_11437.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_12256_12256_12953.tif,0
253,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_24396_24396_11437.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_52_69-15_G-15-678-A_Biopsy_ER_HnE_40X_cropped_15279_15279_6370.tif,0
254,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_24952_24952_13821.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_326_116-15_G-15-647_Biopsy_TNBC_HnE_40x_cropped_11144_11144_13742.tif,0
255,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_24952_24952_13821.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_32357_32357_16850.tif,0
256,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_34008_34008_17734.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_21636_25963_2357.tif,0
257,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_34008_34008_17734.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_11308_11308_3861.tif,0
258,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_34348_34348_5762.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_52_69-15_G-15-678-A_Biopsy_ER_HnE_40X_cropped_14406_14406_14962.tif,0
259,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_34348_34348_5762.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_2_518-16_G-18-285_Biopsy_ER_HnE_40X_cropped_8341_16682_1636.tif,0
260,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_11846_11846_16.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_330_651-15_G-15-4390_Biopsy_TNBC_HnE_40x_cropped_26377_26377_6155.tif,0
261,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_11846_11846_16.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_442_700-17_857-18-B_Biopsy_ER_HnE_40X_cropped_12606_12606_6775.tif,0
262,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_11914_11914_14651.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_31181_31181_18005.tif,0
263,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_11914_11914_14651.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_11308_11308_3861.tif,0
264,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_19300_19300_9379.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_330_651-15_G-15-4390_Biopsy_TNBC_HnE_40x_cropped_28791_28791_16914.tif,0
265,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_19300_19300_9379.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_541_528-18_1412-18-A_Biopsy_TNBC_HnE_40X_cropped_6710_13421_10358.tif,0
266,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_19591_19591_16698.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_541_528-18_1412-18-A_Biopsy_TNBC_HnE_40X_cropped_39188_78377_2151.tif,0
267,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_19591_19591_16698.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_52_69-15_G-15-678-A_Biopsy_ER_HnE_40X_cropped_15338_15338_10453.tif,0
268,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_19967_19967_11568.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_17725_17725_825.tif,0
269,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_19967_19967_11568.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_22230_22230_3318.tif,0
270,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_20298_20298_5067.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_22905_22905_18897.tif,0
271,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_20298_20298_5067.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_22230_22230_3318.tif,0
272,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_20398_20398_237.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_330_651-15_G-15-4390_Biopsy_TNBC_HnE_40x_cropped_27907_27907_15094.tif,0
273,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_20398_20398_237.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_138_848-16_5681-16-A_Biopsy_ER_HnE_40X_cropped_3925_7851_10916.tif,0
274,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_20551_20551_17034.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_27837_27837_11788.tif,0
275,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_20551_20551_17034.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_339_191-15_G-15-3825_Biopsy_TNBC_HnE_40x_cropped_21100_21100_9670.tif,0
276,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_21205_21205_18066.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_21636_25963_2357.tif,0
277,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_21205_21205_18066.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_339_191-15_G-15-3825_Biopsy_TNBC_HnE_40x_cropped_24154_24154_6148.tif,0
278,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_21264_21264_4539.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_11160_11160_7730.tif,0
279,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_21264_21264_4539.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_27136_27136_11586.tif,0
280,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_21267_21267_15850.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_13075_13075_4222.tif,0
281,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_21267_21267_15850.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_21636_25963_2357.tif,0
282,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_21569_21569_10248.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_11_607-16_G-16-3111A_Biopsy_ER_HnE_40X_cropped_37679_37679_11726.tif,0
283,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_21569_21569_10248.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_13073_13073_16053.tif,0
284,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_5474_5474_15288.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_31065_31065_14477.tif,0
285,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_5474_5474_15288.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_27530_35879_8641.tif,0
286,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_6673_6673_18943.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_22230_22230_3318.tif,0
287,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_6673_6673_18943.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_22971_22971_18406.tif,0
288,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_6831_6831_3952.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_13075_13075_4222.tif,0
289,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_6831_6831_3952.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_442_700-17_857-18-B_Biopsy_ER_HnE_40X_cropped_6888_6888_9889.tif,0
290,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_7639_7639_6370.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_343_639-15_G-15-4361_Biopsy_TNBC_HnE_40X_cropped_22905_22905_18897.tif,0
291,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_366_91-17_M123-17_Biopsy_TNBC_HnE_40X_cropped_7639_7639_6370.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_13075_13075_4222.tif,0
292,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_18030_36061_7796.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_339_191-15_G-15-3825_Biopsy_TNBC_HnE_40x_cropped_24154_24154_6148.tif,0
293,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_18030_36061_7796.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_31181_31181_18005.tif,0
294,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_18230_36461_2046.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_322_138-10_126-06F_Biopsy_TNBC_HnE_40x__cropped_17725_17725_825.tif,0
295,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_18230_36461_2046.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_541_528-18_1412-18-A_Biopsy_TNBC_HnE_40X_cropped_5878_11757_2854.tif,0
296,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_18302_36604_17991.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_24471_24471_2788.tif,0
297,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_18302_36604_17991.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_22971_22971_18406.tif,0
298,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_23305_32489_9394.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_21636_25963_2357.tif,0
299,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_23305_32489_9394.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_27861_27861_17744.tif,0
300,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_24289_31279_13254.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_22971_22971_18406.tif,0
301,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_24289_31279_13254.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_11832_11832_9847.tif,0
302,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_24784_34053_7323.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-332-88_13-G_13_704_D-TNBC-Surgery-HnE-40X_cropped_12233_12233_2826.tif,0
303,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_24784_34053_7323.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20190610_442_700-17_857-18-B_Biopsy_ER_HnE_40X_cropped_12606_12606_6775.tif,0
304,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_376_220-15_4106-15A_Biopsy_TNBC_HnE_40X_cropped_27370_17052_3855.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\TILs\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_21636_25963_2357.tif,0
